Zip,City,State,Region,District,Country
73159,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73160,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73162,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73163,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73164,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73165,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73167,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73169,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73170,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73172,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73173,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73178,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73179,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73184,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73185,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73189,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73190,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73194,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73195,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73196,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73199,"Oklahoma City, OK, USA",OK,Central,District #21,USA
73301,"Austin, TX, USA",TX,Central,District #23,USA
73344,"Austin, TX, USA",TX,Central,District #23,USA
73401,"Ardmore, OK, USA",OK,Central,District #22,USA
98856,"Twisp, WA, USA",WA,West,District #34,USA
98857,"Warden, WA, USA",WA,West,District #33,USA
98858,"Waterville, WA, USA",WA,West,District #33,USA
98859,"Wauconda, WA, USA",WA,West,District #33,USA
98860,"Wilson Creek, WA, USA",WA,West,District #33,USA
98862,"Winthrop, WA, USA",WA,West,District #34,USA
98901,"Yakima, WA, USA",WA,West,District #33,USA
98902,"Yakima, WA, USA",WA,West,District #33,USA
98903,"Yakima, WA, USA",WA,West,District #33,USA
98904,"Yakima, WA, USA",WA,West,District #33,USA
98907,"Yakima, WA, USA",WA,West,District #33,USA
98908,"Yakima, WA, USA",WA,West,District #33,USA
98909,"Yakima, WA, USA",WA,West,District #33,USA
98920,"Brownstown, WA, USA",WA,West,District #33,USA
98921,"Buena, WA, USA",WA,West,District #33,USA
98922,"Cle Elum, WA, USA",WA,West,District #33,USA
98923,"Cowiche, WA, USA",WA,West,District #33,USA
98925,"Easton, WA, USA",WA,West,District #33,USA
98926,"Ellensburg, WA, USA",WA,West,District #33,USA
98930,"Grandview, WA, USA",WA,West,District #33,USA
98932,"Granger, WA, USA",WA,West,District #33,USA
98933,"Harrah, WA, USA",WA,West,District #33,USA
98934,"Kittitas, WA, USA",WA,West,District #33,USA
98935,"Mabton, WA, USA",WA,West,District #33,USA
98936,"Moxee, WA, USA",WA,West,District #33,USA
98937,"Naches, WA, USA",WA,West,District #33,USA
98938,"Outlook, WA, USA",WA,West,District #33,USA
98939,"Parker, WA, USA",WA,West,District #33,USA
98940,"Ronald, WA, USA",WA,West,District #33,USA
98941,"Roslyn, WA, USA",WA,West,District #33,USA
98942,"Selah, WA, USA",WA,West,District #33,USA
98943,"South Cle Elum, WA, USA",WA,West,District #33,USA
98944,"Sunnyside, WA, USA",WA,West,District #33,USA
98946,"Thorp, WA, USA",WA,West,District #33,USA
98947,"Tieton, WA, USA",WA,West,District #33,USA
98948,"Toppenish, WA, USA",WA,West,District #33,USA
98950,"Vantage, WA, USA",WA,West,District #33,USA
98951,"Wapato, WA, USA",WA,West,District #33,USA
98952,"White Swan, WA, USA",WA,West,District #33,USA
98953,"Zillah, WA, USA",WA,West,District #33,USA
99001,"Airway Heights, WA, USA",WA,West,District #33,USA
99003,"Chattaroy, WA, USA",WA,West,District #33,USA
99004,"Cheney, WA, USA",WA,West,District #33,USA
99005,"Colbert, WA, USA",WA,West,District #33,USA
99006,"Deer Park, WA, USA",WA,West,District #33,USA
99008,"Edwall, WA, USA",WA,West,District #33,USA
99009,"Elk, WA, USA",WA,West,District #33,USA
99011,"Fairchild Air Force Base, WA, USA",WA,West,District #33,USA
99012,"Fairfield, WA, USA",WA,West,District #33,USA
99013,"Ford, WA, USA",WA,West,District #33,USA
99014,"Four Lakes, WA, USA",WA,West,District #33,USA
99016,"Greenacres, WA, USA",WA,West,District #33,USA
99017,"Lamont, WA, USA",WA,West,District #33,USA
99018,"Latah, WA, USA",WA,West,District #33,USA
99019,"Liberty Lake, WA, USA",WA,West,District #33,USA
99020,"Marshall, WA, USA",WA,West,District #33,USA
99021,"Mead, WA, USA",WA,West,District #33,USA
99022,"Medical Lake, WA, USA",WA,West,District #33,USA
99023,"Mica, WA, USA",WA,West,District #33,USA
99025,"Newman Lake, WA, USA",WA,West,District #33,USA
99026,"Nine Mile Falls, WA, USA",WA,West,District #33,USA
99027,"Otis Orchards, WA, USA",WA,West,District #33,USA
99029,"Reardan, WA, USA",WA,West,District #33,USA
99030,"Rockford, WA, USA",WA,West,District #33,USA
99031,"Spangle, WA, USA",WA,West,District #33,USA
99032,"Sprague, WA, USA",WA,West,District #33,USA
99033,"Tekoa, WA, USA",WA,West,District #33,USA
99034,"Tumtum, WA, USA",WA,West,District #33,USA
99036,"Valleyford, WA, USA",WA,West,District #33,USA
99037,"Veradale, WA, USA",WA,West,District #33,USA
99039,"Waverly, WA, USA",WA,West,District #33,USA
99040,"Wellpinit, WA, USA",WA,West,District #33,USA
99101,"Addy, WA, USA",WA,West,District #33,USA
99102,"Albion, WA, USA",WA,West,District #33,USA
99103,"Almira, WA, USA",WA,West,District #33,USA
99104,"Belmont, WA, USA",WA,West,District #33,USA
99105,"Benge, WA, USA",WA,West,District #33,USA
99107,"Boyds, WA, USA",WA,West,District #33,USA
99109,"Chewelah, WA, USA",WA,West,District #33,USA
99110,"Clayton, WA, USA",WA,West,District #33,USA
99111,"Colfax, WA, USA",WA,West,District #33,USA
99113,"Colton, WA, USA",WA,West,District #33,USA
99114,"Colville, WA, USA",WA,West,District #33,USA
99115,"Coulee City, WA, USA",WA,West,District #33,USA
99116,"Coulee Dam, WA, USA",WA,West,District #33,USA
99117,"Creston, WA, USA",WA,West,District #33,USA
99118,"Curlew, WA, USA",WA,West,District #33,USA
99119,"Cusick, WA, USA",WA,West,District #33,USA
99121,"Danville, WA, USA",WA,West,District #33,USA
99122,"Davenport, WA, USA",WA,West,District #33,USA
99123,"Electric City, WA, USA",WA,West,District #33,USA
99124,"Elmer City, WA, USA",WA,West,District #33,USA
99125,"Endicott, WA, USA",WA,West,District #33,USA
99126,"Evans, WA, USA",WA,West,District #33,USA
99128,"Farmington, WA, USA",WA,West,District #33,USA
99129,"Fruitland, WA, USA",WA,West,District #33,USA
99130,"Garfield, WA, USA",WA,West,District #33,USA
99131,"Gifford, WA, USA",WA,West,District #33,USA
99133,"Grand Coulee, WA, USA",WA,West,District #33,USA
99134,"Harrington, WA, USA",WA,West,District #33,USA
99135,"Hartline, WA, USA",WA,West,District #33,USA
99136,"Hay, WA, USA",WA,West,District #33,USA
99137,"Hunters, WA, USA",WA,West,District #33,USA
99138,"Inchelium, WA, USA",WA,West,District #33,USA
99139,"Ione, WA, USA",WA,West,District #33,USA
99140,"Keller, WA, USA",WA,West,District #33,USA
99141,"Kettle Falls, WA, USA",WA,West,District #33,USA
99143,"Lacrosse, WA, USA",WA,West,District #33,USA
99144,"Lamona, WA, USA",WA,West,District #33,USA
99146,"Laurier, WA, USA",WA,West,District #33,USA
99147,"Lincoln, WA, USA",WA,West,District #33,USA
99148,"Loon Lake, WA, USA",WA,West,District #33,USA
99149,"Malden, WA, USA",WA,West,District #33,USA
99150,"Malo, WA, USA",WA,West,District #33,USA
99151,"Marcus, WA, USA",WA,West,District #33,USA
99152,"Metaline, WA, USA",WA,West,District #33,USA
99153,"Metaline Falls, WA, USA",WA,West,District #33,USA
99154,"Mohler, WA, USA",WA,West,District #33,USA
99155,"Nespelem, WA, USA",WA,West,District #33,USA
99156,"Newport, WA, USA",WA,West,District #33,USA
99157,"Northport, WA, USA",WA,West,District #33,USA
99158,"Oakesdale, WA, USA",WA,West,District #33,USA
99159,"Odessa, WA, USA",WA,West,District #33,USA
25044,"Clear Creek, WV, USA",WV,East,District #15,USA
25045,"Clendenin, WV, USA",WV,East,District #15,USA
25047,"Clothier, WV, USA",WV,East,District #15,USA
25048,"Colcord, WV, USA",WV,East,District #15,USA
25049,"Comfort, WV, USA",WV,East,District #15,USA
25051,"Costa, WV, USA",WV,East,District #15,USA
25053,"Danville, WV, USA",WV,East,District #15,USA
25054,"Dawes, WV, USA",WV,East,District #15,USA
25057,"Deep Water, WV, USA",WV,East,District #15,USA
25059,"Dixie, WV, USA",WV,East,District #15,USA
25060,"Dorothy, WV, USA",WV,East,District #15,USA
25061,"Drybranch, WV, USA",WV,East,District #15,USA
25062,"Dry Creek, WV, USA",WV,East,District #15,USA
25063,"Duck, WV, USA",WV,East,District #15,USA
25064,"Dunbar, WV, USA",WV,East,District #15,USA
25067,"East Bank, WV, USA",WV,East,District #15,USA
25070,"Eleanor, WV, USA",WV,East,District #15,USA
25071,"Elkview, WV, USA",WV,East,District #15,USA
25075,"Eskdale, WV, USA",WV,East,District #15,USA
25076,"Ethel, WV, USA",WV,East,District #15,USA
25079,"Falling Rock, WV, USA",WV,East,District #15,USA
25081,"Foster, WV, USA",WV,East,District #15,USA
25082,"Fraziers Bottom, WV, USA",WV,East,District #15,USA
25083,"Gallagher, WV, USA",WV,East,District #15,USA
25085,"Gauley Bridge, WV, USA",WV,East,District #15,USA
25086,"Glasgow, WV, USA",WV,East,District #15,USA
25088,"Glen, WV, USA",WV,East,District #15,USA
25090,"Glen Ferris, WV, USA",WV,East,District #15,USA
25093,"Gordon, WV, USA",WV,East,District #15,USA
25102,"Handley, WV, USA",WV,East,District #15,USA
25103,"Hansford, WV, USA",WV,East,District #15,USA
25106,"Henderson, WV, USA",WV,East,District #15,USA
25107,"Hernshaw, WV, USA",WV,East,District #15,USA
25108,"Hewett, WV, USA",WV,East,District #15,USA
25109,"Hometown, WV, USA",WV,East,District #15,USA
25110,"Hugheston, WV, USA",WV,East,District #15,USA
25111,"Indore, WV, USA",WV,East,District #15,USA
25112,"Institute, WV, USA",WV,East,District #15,USA
25113,"Ivydale, WV, USA",WV,East,District #15,USA
25114,"Jeffrey, WV, USA",WV,East,District #15,USA
25115,"Kanawha Falls, WV, USA",WV,East,District #15,USA
25118,"Kimberly, WV, USA",WV,East,District #15,USA
25119,"Kincaid, WV, USA",WV,East,District #15,USA
25121,"Lake, WV, USA",WV,East,District #15,USA
25123,"Leon, WV, USA",WV,East,District #15,USA
25124,"Liberty, WV, USA",WV,East,District #15,USA
25125,"Lizemores, WV, USA",WV,East,District #15,USA
25126,"London, WV, USA",WV,East,District #15,USA
25130,"Madison, WV, USA",WV,East,District #15,USA
25132,"Mammoth, WV, USA",WV,East,District #15,USA
25133,"Maysel, WV, USA",WV,East,District #15,USA
25134,"Miami, WV, USA",WV,East,District #15,USA
25136,"Montgomery, WV, USA",WV,East,District #15,USA
25139,"Mount Carbon, WV, USA",WV,East,District #15,USA
25140,"Naoma, WV, USA",WV,East,District #15,USA
25141,"Nebo, WV, USA",WV,East,District #15,USA
25142,"Nellis, WV, USA",WV,East,District #15,USA
25143,"Nitro, WV, USA",WV,East,District #15,USA
25148,"Orgas, WV, USA",WV,East,District #15,USA
25149,"Ottawa, WV, USA",WV,East,District #15,USA
25152,"Page, WV, USA",WV,East,District #15,USA
25154,"Peytona, WV, USA",WV,East,District #15,USA
25156,"Pinch, WV, USA",WV,East,District #15,USA
25159,"Poca, WV, USA",WV,East,District #15,USA
25160,"Pond Gap, WV, USA",WV,East,District #15,USA
25161,"Powellton, WV, USA",WV,East,District #15,USA
25162,"Pratt, WV, USA",WV,East,District #15,USA
25164,"Procious, WV, USA",WV,East,District #15,USA
25165,"Racine, WV, USA",WV,East,District #15,USA
25168,"Red House, WV, USA",WV,East,District #15,USA
25169,"Ridgeview, WV, USA",WV,East,District #15,USA
25173,"Robson, WV, USA",WV,East,District #15,USA
25174,"Rock Creek, WV, USA",WV,East,District #15,USA
25177,"Saint Albans, WV, USA",WV,East,District #15,USA
25180,"Saxon, WV, USA",WV,East,District #15,USA
25181,"Seth, WV, USA",WV,East,District #15,USA
25183,"Sharples, WV, USA",WV,East,District #15,USA
25185,"Mount Olive, WV, USA",WV,East,District #15,USA
25186,"Smithers, WV, USA",WV,East,District #15,USA
25187,"Southside, WV, USA",WV,East,District #15,USA
25193,"Sylvester, WV, USA",WV,East,District #15,USA
25201,"Tad, WV, USA",WV,East,District #15,USA
25202,"Tornado, WV, USA",WV,East,District #15,USA
25203,"Turtle Creek, WV, USA",WV,East,District #15,USA
25204,"Twilight, WV, USA",WV,East,District #15,USA
25205,"Uneeda, WV, USA",WV,East,District #15,USA
25206,"Van, WV, USA",WV,East,District #15,USA
25208,"Wharton, WV, USA",WV,East,District #15,USA
25209,"Whitesville, WV, USA",WV,East,District #15,USA
25211,"Widen, WV, USA",WV,East,District #15,USA
25213,"Winfield, WV, USA",WV,East,District #15,USA
25214,"Winifrede, WV, USA",WV,East,District #15,USA
25231,"Advent, WV, USA",WV,East,District #15,USA
25234,"Arnoldsburg, WV, USA",WV,East,District #15,USA
25235,"Chloe, WV, USA",WV,East,District #15,USA
25239,"Cottageville, WV, USA",WV,East,District #15,USA
25241,"Evans, WV, USA",WV,East,District #15,USA
25243,"Gandeeville, WV, USA",WV,East,District #15,USA
25244,"Gay, WV, USA",WV,East,District #15,USA
25245,"Given, WV, USA",WV,East,District #15,USA
25247,"Hartford, WV, USA",WV,East,District #15,USA
25248,"Kenna, WV, USA",WV,East,District #15,USA
25251,"Left Hand, WV, USA",WV,East,District #15,USA
25252,"Le Roy, WV, USA",WV,East,District #15,USA
25253,"Letart, WV, USA",WV,East,District #15,USA
25259,"Looneyville, WV, USA",WV,East,District #15,USA
25260,"Mason, WV, USA",WV,East,District #15,USA
25261,"Millstone, WV, USA",WV,East,District #15,USA
25262,"Millwood, WV, USA",WV,East,District #15,USA
25264,"Mount Alto, WV, USA",WV,East,District #15,USA
25265,"New Haven, WV, USA",WV,East,District #15,USA
25266,"Newton, WV, USA",WV,East,District #15,USA
25267,"Normantown, WV, USA",WV,East,District #13,USA
25268,"Orma, WV, USA",WV,East,District #15,USA
25270,"Reedy, WV, USA",WV,East,District #15,USA
25271,"Ripley, WV, USA",WV,East,District #15,USA
25275,"Sandyville, WV, USA",WV,East,District #15,USA
25276,"Spencer, WV, USA",WV,East,District #15,USA
25279,"Statts Mills, WV, USA",WV,East,District #15,USA
25285,"Wallback, WV, USA",WV,East,District #15,USA
25286,"Walton, WV, USA",WV,East,District #15,USA
25287,"West Columbia, WV, USA",WV,East,District #15,USA
25301,"Charleston, WV, USA",WV,East,District #15,USA
25302,"Charleston, WV, USA",WV,East,District #15,USA
25303,"Charleston, WV, USA",WV,East,District #15,USA
25304,"Charleston, WV, USA",WV,East,District #15,USA
25305,"Charleston, WV, USA",WV,East,District #15,USA
25306,"Charleston, WV, USA",WV,East,District #15,USA
25309,"Charleston, WV, USA",WV,East,District #15,USA
25311,"Charleston, WV, USA",WV,East,District #15,USA
25312,"Charleston, WV, USA",WV,East,District #15,USA
25313,"Charleston, WV, USA",WV,East,District #15,USA
25314,"Charleston, WV, USA",WV,East,District #15,USA
25315,"Charleston, WV, USA",WV,East,District #15,USA
25317,"Charleston, WV, USA",WV,East,District #15,USA
25320,"Charleston, WV, USA",WV,East,District #15,USA
25321,"Charleston, WV, USA",WV,East,District #15,USA
25322,"Charleston, WV, USA",WV,East,District #15,USA
25323,"Charleston, WV, USA",WV,East,District #15,USA
25324,"Charleston, WV, USA",WV,East,District #15,USA
25325,"Charleston, WV, USA",WV,East,District #15,USA
25326,"Charleston, WV, USA",WV,East,District #15,USA
25327,"Charleston, WV, USA",WV,East,District #15,USA
25328,"Charleston, WV, USA",WV,East,District #15,USA
25329,"Charleston, WV, USA",WV,East,District #15,USA
25330,"Charleston, WV, USA",WV,East,District #15,USA
25331,"Charleston, WV, USA",WV,East,District #15,USA
25332,"Charleston, WV, USA",WV,East,District #15,USA
25333,"Charleston, WV, USA",WV,East,District #15,USA
25334,"Charleston, WV, USA",WV,East,District #15,USA
25335,"Charleston, WV, USA",WV,East,District #15,USA
25336,"Charleston, WV, USA",WV,East,District #15,USA
25337,"Charleston, WV, USA",WV,East,District #15,USA
25338,"Charleston, WV, USA",WV,East,District #15,USA
25339,"Charleston, WV, USA",WV,East,District #15,USA
25350,"Charleston, WV, USA",WV,East,District #15,USA
25356,"Charleston, WV, USA",WV,East,District #15,USA
25357,"Charleston, WV, USA",WV,East,District #15,USA
25358,"Charleston, WV, USA",WV,East,District #15,USA
25360,"Charleston, WV, USA",WV,East,District #15,USA
25361,"Charleston, WV, USA",WV,East,District #15,USA
25362,"Charleston, WV, USA",WV,East,District #15,USA
25364,"Charleston, WV, USA",WV,East,District #15,USA
25365,"Charleston, WV, USA",WV,East,District #15,USA
25375,"Charleston, WV, USA",WV,East,District #15,USA
25387,"Charleston, WV, USA",WV,East,District #15,USA
25389,"Charleston, WV, USA",WV,East,District #15,USA
25392,"Charleston, WV, USA",WV,East,District #15,USA
25396,"Charleston, WV, USA",WV,East,District #15,USA
25401,"Martinsburg, WV, USA",WV,East,District #07,USA
25402,"Martinsburg, WV, USA",WV,East,District #07,USA
25403,"Martinsburg, WV, USA",WV,East,District #07,USA
25404,"Martinsburg, WV, USA",WV,East,District #07,USA
25405,"Martinsburg, WV, USA",WV,East,District #07,USA
25410,"Bakerton, WV, USA",WV,East,District #05,USA
25411,"Berkeley Springs, WV, USA",WV,East,District #07,USA
25413,"Bunker Hill, WV, USA",WV,East,District #07,USA
25414,"Charles Town, WV, USA",WV,East,District #07,USA
25419,"Falling Waters, WV, USA",WV,East,District #05,USA
25420,"Gerrardstown, WV, USA",WV,East,District #07,USA
25421,"Glengary, WV, USA",WV,East,District #07,USA
25422,"Great Cacapon, WV, USA",WV,East,District #07,USA
25423,"Halltown, WV, USA",WV,East,District #05,USA
25425,"Harpers Ferry, WV, USA",WV,East,District #05,USA
25427,"Hedgesville, WV, USA",WV,East,District #07,USA
25428,"Inwood, WV, USA",WV,East,District #07,USA
25430,"Kearneysville, WV, USA",WV,East,District #07,USA
25431,"Levels, WV, USA",WV,East,District #07,USA
25432,"Millville, WV, USA",WV,East,District #05,USA
25434,"Paw Paw, WV, USA",WV,East,District #07,USA
25437,"Points, WV, USA",WV,East,District #07,USA
25438,"Ranson, WV, USA",WV,East,District #07,USA
25440,"Ridgeway, WV, USA",WV,East,District #07,USA
25441,"Rippon, WV, USA",WV,East,District #07,USA
25442,"Shenandoah Junction, WV, USA",WV,East,District #07,USA
25443,"Shepherdstown, WV, USA",WV,East,District #05,USA
25444,"Slanesville, WV, USA",WV,East,District #07,USA
25446,"Summit Point, WV, USA",WV,East,District #07,USA
25501,"Alkol, WV, USA",WV,East,District #15,USA
25502,"Apple Grove, WV, USA",WV,East,District #15,USA
25503,"Ashton, WV, USA",WV,East,District #15,USA
25504,"Barboursville, WV, USA",WV,East,District #15,USA
25505,"Big Creek, WV, USA",WV,East,District #15,USA
25506,"Branchland, WV, USA",WV,East,District #15,USA
25507,"Ceredo, WV, USA",WV,East,District #15,USA
25508,"Chapmanville, WV, USA",WV,East,District #15,USA
25510,"Culloden, WV, USA",WV,East,District #15,USA
25511,"Dunlow, WV, USA",WV,East,District #15,USA
25512,"East Lynn, WV, USA",WV,East,District #15,USA
25514,"Fort Gay, WV, USA",WV,East,District #15,USA
25515,"Gallipolis Ferry, WV, USA",WV,East,District #15,USA
25517,"Genoa, WV, USA",WV,East,District #15,USA
25520,"Glenwood, WV, USA",WV,East,District #15,USA
25521,"Griffithsville, WV, USA",WV,East,District #15,USA
25523,"Hamlin, WV, USA",WV,East,District #15,USA
25524,"Harts, WV, USA",WV,East,District #15,USA
25526,"Hurricane, WV, USA",WV,East,District #15,USA
25529,"Julian, WV, USA",WV,East,District #15,USA
25530,"Kenova, WV, USA",WV,East,District #15,USA
25534,"Kiahsville, WV, USA",WV,East,District #15,USA
25535,"Lavalette, WV, USA",WV,East,District #15,USA
25537,"Lesage, WV, USA",WV,East,District #15,USA
25540,"Midkiff, WV, USA",WV,East,District #15,USA
25541,"Milton, WV, USA",WV,East,District #15,USA
25544,"Myra, WV, USA",WV,East,District #15,USA
25545,"Ona, WV, USA",WV,East,District #15,USA
25547,"Pecks Mill, WV, USA",WV,East,District #15,USA
25550,"Point Pleasant, WV, USA",WV,East,District #15,USA
25555,"Prichard, WV, USA",WV,East,District #15,USA
25557,"Ranger, WV, USA",WV,East,District #15,USA
25559,"Salt Rock, WV, USA",WV,East,District #15,USA
25560,"Scott Depot, WV, USA",WV,East,District #15,USA
25562,"Shoals, WV, USA",WV,East,District #15,USA
25564,"Sod, WV, USA",WV,East,District #15,USA
25565,"Spurlockville, WV, USA",WV,East,District #15,USA
25567,"Sumerco, WV, USA",WV,East,District #15,USA
25569,"Teays, WV, USA",WV,East,District #15,USA
25570,"Wayne, WV, USA",WV,East,District #15,USA
25571,"West Hamlin, WV, USA",WV,East,District #15,USA
25572,"Woodville, WV, USA",WV,East,District #15,USA
25573,"Yawkey, WV, USA",WV,East,District #15,USA
25601,"Logan, WV, USA",WV,East,District #15,USA
25606,"Accoville, WV, USA",WV,East,District #15,USA
25607,"Amherstdale, WV, USA",WV,East,District #15,USA
25608,"Baisden, WV, USA",WV,East,District #15,USA
25611,"Bruno, WV, USA",WV,East,District #15,USA
25612,"Chauncey, WV, USA",WV,East,District #15,USA
25614,"Cora, WV, USA",WV,East,District #15,USA
25617,"Davin, WV, USA",WV,East,District #15,USA
25621,"Gilbert, WV, USA",WV,East,District #15,USA
25624,"Henlawson, WV, USA",WV,East,District #15,USA
25625,"Holden, WV, USA",WV,East,District #15,USA
25628,"Kistler, WV, USA",WV,East,District #15,USA
25630,"Lorado, WV, USA",WV,East,District #15,USA
25632,"Lyburn, WV, USA",WV,East,District #15,USA
25634,"Mallory, WV, USA",WV,East,District #15,USA
25635,"Man, WV, USA",WV,East,District #15,USA
25637,"Mount Gay, WV, USA",WV,East,District #15,USA
25638,"Omar, WV, USA",WV,East,District #15,USA
25639,"Peach Creek, WV, USA",WV,East,District #15,USA
25644,"Sarah Ann, WV, USA",WV,East,District #15,USA
25646,"Stollings, WV, USA",WV,East,District #15,USA
25647,"Switzer, WV, USA",WV,East,District #15,USA
25649,"Verdunville, WV, USA",WV,East,District #15,USA
25650,"Verner, WV, USA",WV,East,District #15,USA
25651,"Wharncliffe, WV, USA",WV,East,District #15,USA
25652,"Whitman, WV, USA",WV,East,District #15,USA
25653,"Wilkinson, WV, USA",WV,East,District #15,USA
25654,"Yolyn, WV, USA",WV,East,District #15,USA
25661,"Williamson, WV, USA",WV,East,District #15,USA
25665,"Borderland, WV, USA",WV,East,District #15,USA
25666,"Breeden, WV, USA",WV,East,District #15,USA
25667,"Chattaroy, WV, USA",WV,East,District #15,USA
25669,"Crum, WV, USA",WV,East,District #15,USA
25670,"Delbarton, WV, USA",WV,East,District #15,USA
25671,"Dingess, WV, USA",WV,East,District #15,USA
25672,"Edgarton, WV, USA",WV,East,District #15,USA
25674,"Kermit, WV, USA",WV,East,District #15,USA
25676,"Lenore, WV, USA",WV,East,District #15,USA
25678,"Matewan, WV, USA",WV,East,District #15,USA
25682,"Meador, WV, USA",WV,East,District #15,USA
25685,"Naugatuck, WV, USA",WV,East,District #15,USA
25686,"Newtown, WV, USA",WV,East,District #15,USA
25688,"North Matewan, WV, USA",WV,East,District #15,USA
25690,"Ragland, WV, USA",WV,East,District #15,USA
25691,"Rawl, WV, USA",WV,East,District #15,USA
25692,"Red Jacket, WV, USA",WV,East,District #15,USA
25696,"Varney, WV, USA",WV,East,District #15,USA
25699,"Wilsondale, WV, USA",WV,East,District #15,USA
25701,"Huntington, WV, USA",WV,East,District #15,USA
25702,"Huntington, WV, USA",WV,East,District #15,USA
25703,"Huntington, WV, USA",WV,East,District #15,USA
25704,"Huntington, WV, USA",WV,East,District #15,USA
25705,"Huntington, WV, USA",WV,East,District #15,USA
25706,"Huntington, WV, USA",WV,East,District #15,USA
25707,"Huntington, WV, USA",WV,East,District #15,USA
25708,"Huntington, WV, USA",WV,East,District #15,USA
25709,"Huntington, WV, USA",WV,East,District #15,USA
25710,"Huntington, WV, USA",WV,East,District #15,USA
25711,"Huntington, WV, USA",WV,East,District #15,USA
25712,"Huntington, WV, USA",WV,East,District #15,USA
25713,"Huntington, WV, USA",WV,East,District #15,USA
25714,"Huntington, WV, USA",WV,East,District #15,USA
25715,"Huntington, WV, USA",WV,East,District #15,USA
25716,"Huntington, WV, USA",WV,East,District #15,USA
25717,"Huntington, WV, USA",WV,East,District #15,USA
25718,"Huntington, WV, USA",WV,East,District #15,USA
25719,"Huntington, WV, USA",WV,East,District #15,USA
25720,"Huntington, WV, USA",WV,East,District #15,USA
25721,"Huntington, WV, USA",WV,East,District #15,USA
25722,"Huntington, WV, USA",WV,East,District #15,USA
25723,"Huntington, WV, USA",WV,East,District #15,USA
25724,"Huntington, WV, USA",WV,East,District #15,USA
25725,"Huntington, WV, USA",WV,East,District #15,USA
25726,"Huntington, WV, USA",WV,East,District #15,USA
25727,"Huntington, WV, USA",WV,East,District #15,USA
25728,"Huntington, WV, USA",WV,East,District #15,USA
25729,"Huntington, WV, USA",WV,East,District #15,USA
25755,"Huntington, WV, USA",WV,East,District #15,USA
25770,"Huntington, WV, USA",WV,East,District #15,USA
25771,"Huntington, WV, USA",WV,East,District #15,USA
25772,"Huntington, WV, USA",WV,East,District #15,USA
25773,"Huntington, WV, USA",WV,East,District #15,USA
25774,"Huntington, WV, USA",WV,East,District #15,USA
25775,"Huntington, WV, USA",WV,East,District #15,USA
25776,"Huntington, WV, USA",WV,East,District #15,USA
25777,"Huntington, WV, USA",WV,East,District #15,USA
25778,"Huntington, WV, USA",WV,East,District #15,USA
25779,"Huntington, WV, USA",WV,East,District #15,USA
25801,"Beckley, WV, USA",WV,East,District #15,USA
25802,"Beckley, WV, USA",WV,East,District #15,USA
25810,"Allen Junction, WV, USA",WV,East,District #15,USA
25811,"Amigo, WV, USA",WV,East,District #15,USA
25812,"Ansted, WV, USA",WV,East,District #15,USA
25813,"Beaver, WV, USA",WV,East,District #15,USA
25817,"Bolt, WV, USA",WV,East,District #15,USA
25818,"Bradley, WV, USA",WV,East,District #15,USA
25820,"Camp Creek, WV, USA",WV,East,District #15,USA
25823,"Coal City, WV, USA",WV,East,District #15,USA
25825,"Cool Ridge, WV, USA",WV,East,District #15,USA
25826,"Corinne, WV, USA",WV,East,District #15,USA
25827,"Crab Orchard, WV, USA",WV,East,District #15,USA
25831,"Danese, WV, USA",WV,East,District #15,USA
25832,"Daniels, WV, USA",WV,East,District #15,USA
25833,"Dothan, WV, USA",WV,East,District #15,USA
25836,"Eccles, WV, USA",WV,East,District #15,USA
25837,"Edmond, WV, USA",WV,East,District #15,USA
25839,"Fairdale, WV, USA",WV,East,District #15,USA
25840,"Fayetteville, WV, USA",WV,East,District #15,USA
25841,"Flat Top, WV, USA",WV,East,District #15,USA
25843,"Ghent, WV, USA",WV,East,District #15,USA
25844,"Glen Daniel, WV, USA",WV,East,District #15,USA
25845,"Glen Fork, WV, USA",WV,East,District #15,USA
25846,"Glen Jean, WV, USA",WV,East,District #15,USA
25847,"Glen Morgan, WV, USA",WV,East,District #15,USA
25848,"Glen Rogers, WV, USA",WV,East,District #15,USA
25849,"Glen White, WV, USA",WV,East,District #15,USA
25851,"Harper, WV, USA",WV,East,District #15,USA
25853,"Helen, WV, USA",WV,East,District #15,USA
